23:55:38:862,-0.21,0.45,0.39,-0.29,11.36,0.67
23:55:38:873,-0.26,0.49,0.41,-0.06,9.51,0.74
23:55:38:883,-0.17,0.68,0.42,-0.29,8.03,0.92
23:55:38:893,0.02,0.92,0.46,-0.91,8.67,1.45
23:55:38:903,0.29,1.07,0.51,-1.95,9.74,2.34
23:55:38:913,0.41,1.33,0.55,-3.73,19.68,2.68
23:55:38:924,0.50,1.25,0.56,-5.66,25.03,2.94
23:55:38:934,0.42,1.36,0.56,-8.24,27.22,3.26
23:55:38:944,0.63,1.69,0.55,-11.37,28.53,3.84
23:55:38:954,0.20,1.72,0.54,-12.34,47.50,4.17
23:55:38:965,-0.26,1.39,0.57,-13.85,42.08,3.56
23:55:38:975,-0.23,1.31,0.53,-15.07,48.17,2.57
23:55:38:985,-0.17,1.06,0.50,-14.69,54.07,2.37
23:55:38:995,-0.13,1.03,0.53,-13.69,52.20,3.27
23:55:39:6,-0.06,0.86,0.58,-13.53,41.99,4.01
23:55:39:16,-0.01,0.98,0.59,-14.95,24.46,5.07
23:55:39:26,0.03,0.82,0.58,-15.26,5.91,5.70
23:55:39:36,-0.08,0.72,0.59,-16.07,-15.77,7.44
23:55:39:47,-0.06,0.72,0.60,-17.37,-21.31,8.65
23:55:39:57,-0.23,0.51,0.58,-18.37,-8.66,9.76
23:55:39:67,-0.36,0.30,0.56,-20.71,-8.21,10.48
23:55:39:77,-0.61,-0.05,0.49,-23.50,-11.14,10.44
23:55:39:88,-1.16,-0.48,0.42,-24.67,-5.60,9.84
23:55:39:98,-1.92,-1.31,0.35,-24.61,-1.59,8.31
23:55:39:108,-2.58,-1.97,0.29,-23.25,-1.80,6.57
23:55:39:118,-3.09,-2.73,0.22,-19.29,-28.64,4.81
23:55:39:129,-3.44,-3.32,0.20,-16.48,-51.87,3.39
23:55:39:139,-3.37,-3.63,0.17,-13.65,-87.51,1.38
23:55:39:149,-3.25,-3.81,0.13,-10.51,-108.66,-0.19
23:55:39:159,-2.98,-3.83,0.09,-7.31,-114.97,-1.45
23:55:39:169,-2.68,-3.71,0.07,-3.28,-117.10,-2.79
23:55:39:180,-2.50,-3.57,0.11,-2.02,-100.34,-3.90
23:55:39:190,-1.95,-3.41,0.10,-0.77,-84.62,-5.68
23:55:39:200,-2.09,-3.33,0.08,0.81,-64.90,-6.41
23:55:39:210,-2.16,-3.37,0.08,2.36,-64.90,-7.06
23:55:39:221,-2.42,-3.29,0.08,3.40,-69.14,-7.61
23:55:39:231,-2.82,-3.29,0.07,5.41,-68.52,-9.55
23:55:39:241,-3.02,-3.16,0.07,6.65,-60.14,-12.22
23:55:39:251,-3.08,-2.95,0.09,8.31,-59.56,-14.55
23:55:39:262,-2.86,-2.49,0.10,9.27,-57.56,-16.35
23:55:39:272,-2.48,-2.04,0.13,10.02,-51.83,-17.94
23:55:39:282,-2.13,-1.64,0.15,10.22,-49.28,-19.33
23:55:39:292,-1.64,-1.12,0.16,10.01,-41.37,-20.81
23:55:39:303,-1.37,-0.75,0.17,10.83,-31.64,-21.47
23:55:39:313,-1.08,-0.39,0.21,10.91,-23.54,-22.08
23:55:39:323,-0.68,0.06,0.24,10.94,-8.29,-22.61
23:55:39:333,-0.42,0.29,0.26,10.55,6.91,-23.00
23:55:39:344,-0.12,0.49,0.30,9.47,18.93,-23.43
23:55:39:354,0.37,0.88,0.33,7.99,23.67,-23.23
23:55:39:364,0.89,1.23,0.37,6.86,28.72,-22.55
23:55:39:374,1.44,1.61,0.40,5.81,32.30,-21.89
23:55:39:385,2.13,2.12,0.44,6.45,39.95,-21.06
23:55:39:395,2.71,2.51,0.48,6.75,40.31,-18.79
23:55:39:405,3.65,2.80,0.53,7.41,24.91,-15.13
23:55:39:415,4.49,3.26,0.58,8.38,7.41,-12.01
23:55:39:425,5.38,3.58,0.65,7.22,-19.04,-7.93
23:55:39:436,6.04,3.49,0.64,9.91,-45.26,-4.54
23:55:39:446,6.29,3.92,0.68,9.78,-32.68,-1.48
23:55:39:456,6.38,4.31,0.76,1.57,-22.77,1.97
23:55:39:466,6.19,3.64,0.70,-8.63,-32.19,5.10
23:55:39:477,5.77,3.24,0.64,-9.24,-14.37,7.27
23:55:39:487,5.52,2.87,0.59,-10.43,5.25,9.97
23:55:39:497,4.68,2.48,0.60,-11.37,22.64,12.05
23:55:39:507,4.04,2.21,0.58,-12.33,13.53,13.75
23:55:39:518,3.69,1.89,0.55,-13.19,8.22,15.30
23:55:39:528,3.09,1.44,0.51,-14.12,9.97,16.94
23:55:39:538,2.46,1.12,0.49,-14.51,19.05,18.35
23:55:39:548,1.90,0.80,0.47,-14.98,27.53,19.25
23:55:39:559,1.31,0.39,0.45,-15.57,33.61,19.60
23:55:39:569,0.72,-0.02,0.43,-16.31,35.20,19.28
23:55:39:579,0.30,-0.27,0.40,-16.67,33.69,18.08
23:55:39:589,-0.04,-0.61,0.37,-16.45,36.56,17.47
23:55:39:600,-0.42,-0.99,0.34,-16.46,29.36,17.37
23:55:39:610,-0.80,-1.36,0.30,-16.03,20.91,16.93
23:55:39:620,-1.30,-1.79,0.26,-14.91,4.26,15.77
23:55:39:630,-1.87,-2.34,0.25,-14.45,-20.93,13.88
23:55:39:641,-2.37,-2.75,0.21,-12.53,-40.00,11.82
23:55:39:651,-2.66,-3.42,0.16,-9.53,-50.26,9.27
23:55:39:661,-2.76,-3.75,0.13,-7.22,-58.58,7.21
23:55:39:671,-3.14,-4.10,0.12,-4.13,-76.35,4.34
23:55:39:681,-3.34,-4.31,0.11,-2.09,-89.22,1.98
23:55:39:692,-3.18,-4.14,0.09,-0.06,-86.63,-0.39
23:55:39:702,-3.07,-4.38,0.03,2.31,-62.25,-2.56
23:55:39:712,-2.90,-4.36,0.03,4.47,-63.13,-5.11
23:55:39:722,-2.53,-4.05,0.02,6.11,-67.54,-7.43
23:55:39:733,-2.30,-3.82,0.01,7.62,-66.45,-9.12
23:55:39:743,-2.00,-3.51,0.02,8.88,-66.94,-11.20
23:55:39:753,-1.81,-3.14,0.03,9.47,-62.87,-12.52
23:55:39:763,-1.62,-2.78,-0.02,11.07,-28.08,-14.08
23:55:39:774,-1.59,-2.45,0.08,16.03,-13.58,-15.06
23:55:39:784,-1.05,-2.07,0.13,13.72,-34.45,-16.71
23:55:39:794,-0.69,-1.54,0.16,13.53,-38.44,-18.14
23:55:39:804,-0.18,-0.92,0.21,14.00,-29.51,-19.20
23:55:39:815,0.13,-0.50,0.25,14.36,-37.19,-19.59
23:55:39:825,0.57,0.04,0.27,15.14,-28.02,-20.47
23:55:39:835,0.95,0.49,0.34,15.38,-11.00,-20.13
23:55:39:845,1.73,1.20,0.47,13.55,25.80,-19.38
23:55:39:856,2.27,1.58,0.50,12.16,46.12,-17.84
23:55:39:866,2.99,1.87,0.50,10.86,51.70,-15.30
23:55:39:876,3.46,1.75,0.50,10.24,34.68,-13.48
23:55:39:886,4.09,2.00,0.49,8.98,6.79,-10.75
23:55:39:897,4.44,2.00,0.50,7.88,-8.82,-9.06
23:55:39:907,5.02,2.37,0.53,6.87,-23.53,-6.79
23:55:39:917,5.26,2.46,0.57,3.29,-0.16,-4.38
23:55:39:927,5.17,2.37,0.61,1.10,14.69,-2.80
23:55:39:937,5.01,2.52,0.63,-2.44,48.38,-0.02
23:55:39:948,4.79,2.12,0.58,-5.22,61.23,3.63
23:55:39:958,4.16,1.60,0.54,-5.23,78.00,5.62
23:55:39:968,3.46,1.41,0.51,-4.66,95.57,6.58
23:55:39:978,2.89,1.07,0.54,-4.47,103.83,6.76
23:55:39:989,2.30,1.00,0.63,-11.24,62.36,8.09
23:55:39:999,1.87,0.63,0.54,-12.64,30.14,9.72
23:55:40:9,1.61,0.21,0.51,-12.16,25.46,10.61
23:55:40:19,1.29,0.01,0.53,-13.13,14.89,10.96
23:55:40:30,1.09,-0.12,0.54,-14.94,-1.83,11.41
23:55:40:40,0.82,-0.31,0.48,-15.80,-7.15,11.76
23:55:40:50,0.66,-0.58,0.43,-16.06,-7.78,11.99
23:55:40:60,0.47,-0.89,0.39,-16.33,-6.43,12.13
23:55:40:71,0.32,-1.08,0.35,-15.63,0.25,12.10
23:55:40:81,0.03,-1.40,0.32,-15.28,11.39,11.48
23:55:40:91,-0.40,-1.77,0.27,-15.17,8.72,10.50
23:55:40:101,-0.63,-2.22,0.20,-12.90,2.44,9.60
23:55:40:112,-0.76,-2.65,0.16,-11.01,-4.55,8.46
23:55:40:122,-1.00,-3.16,0.10,-9.04,-20.76,7.09
23:55:40:132,-1.33,-3.53,0.05,-5.71,-40.22,6.23
23:55:40:142,-1.50,-3.67,0.05,-2.91,-50.42,5.18
23:55:40:153,-1.62,-3.72,0.06,0.49,-61.36,3.38
23:55:40:163,-1.60,-3.64,0.06,2.28,-66.49,1.82
23:55:40:173,-1.39,-3.50,0.06,4.50,-58.25,-0.03
23:55:40:183,-1.24,-3.42,0.05,6.41,-42.79,-1.41
23:55:40:193,-1.00,-3.22,0.04,7.45,-15.94,-3.30
23:55:40:204,-1.11,-3.27,0.04,8.03,-1.79,-5.12
23:55:40:214,-1.14,-3.15,0.03,9.41,3.71,-7.60
23:55:40:224,-1.17,-2.93,0.06,11.51,-2.27,-9.62
23:55:40:234,-0.94,-2.52,0.08,12.04,-6.30,-11.82
23:55:40:245,-0.91,-2.93,0.16,14.22,2.86,-12.04
23:55:40:255,-1.11,-1.84,0.18,14.90,14.81,-12.97
23:55:40:265,-0.86,-1.51,0.18,15.52,16.25,-14.33
23:55:40:275,-0.61,-1.07,0.25,18.44,12.32,-16.79
23:55:40:286,-0.37,-0.26,0.34,18.22,18.40,-17.21
23:55:40:296,-0.33,0.15,0.41,18.57,24.64,-17.74
23:55:40:306,0.11,0.50,0.45,17.75,29.47,-17.89
23:55:40:316,0.59,1.02,0.54,17.05,29.51,-17.65
23:55:40:327,1.20,1.57,0.60,17.29,49.06,-17.11
23:55:40:337,1.85,2.06,0.63,16.89,59.63,-16.17
23:55:40:347,2.51,2.11,0.62,17.30,49.48,-15.96
23:55:40:357,2.93,2.40,0.60,17.13,33.68,-14.46
23:55:40:368,3.29,2.78,0.62,15.38,21.39,-12.85
23:55:40:378,3.92,3.42,0.65,8.73,7.04,-9.71
23:55:40:388,4.15,3.54,0.67,4.18,2.27,-6.70
23:55:40:398,4.30,3.64,0.66,3.33,5.03,-4.54
23:55:40:409,4.51,3.62,0.64,4.68,13.57,-2.04
23:55:40:419,4.81,4.24,0.78,-0.81,13.62,-0.32
23:55:40:429,4.22,4.14,0.68,-5.32,18.02,3.34
23:55:40:439,3.93,3.74,0.69,-9.39,8.61,5.94
23:55:40:449,3.70,3.28,0.63,-12.81,16.20,7.39
23:55:40:460,3.13,3.00,0.60,-14.04,36.61,8.42
23:55:40:470,2.98,2.74,0.58,-17.08,29.01,11.27
23:55:40:480,2.52,2.19,0.52,-17.76,35.65,12.49
23:55:40:490,2.03,1.89,0.48,-17.09,53.58,12.89
23:55:40:501,1.50,1.73,0.49,-18.25,56.81,14.16
23:55:40:511,1.12,1.50,0.48,-20.94,31.46,15.80
23:55:40:521,0.64,1.22,0.45,-21.96,18.08,16.18
23:55:40:531,0.18,0.83,0.42,-22.31,22.99,16.08
23:55:40:542,-0.17,0.51,0.40,-23.17,24.55,16.17
23:55:40:552,-0.42,0.08,0.36,-23.98,24.01,15.69
23:55:40:562,-0.70,-0.37,0.30,-23.20,19.52,14.75
23:55:40:572,-0.82,-0.95,0.25,-21.87,20.71,13.68
23:55:40:583,-0.92,-1.43,0.20,-20.90,21.74,13.06
23:55:40:593,-1.34,-2.21,0.12,-18.76,6.93,12.37
23:55:40:603,-1.77,-2.81,0.09,-16.04,-16.47,11.60
23:55:40:613,-2.13,-3.36,0.06,-13.23,-40.60,10.44
23:55:40:624,-2.41,-3.99,0.02,-9.64,-65.85,9.07
23:55:40:634,-2.54,-4.29,0.02,-5.73,-79.48,6.90
23:55:40:644,-2.41,-4.36,0.02,-3.34,-76.93,4.47
23:55:40:654,-2.19,-4.44,0.01,-1.23,-65.87,1.48
23:55:40:665,-2.03,-4.49,-0.02,0.46,-53.30,-0.91
23:55:40:675,-1.85,-4.46,-0.04,2.40,-32.23,-3.61
23:55:40:685,-1.82,-4.48,-0.06,4.23,-17.77,-5.54
23:55:40:695,-1.80,-4.33,-0.08,6.42,-8.35,-7.51
23:55:40:705,-1.83,-4.19,-0.08,8.41,-0.31,-9.06
23:55:40:716,-1.91,-3.96,-0.05,10.40,6.71,-10.85
23:55:40:726,-1.74,-3.67,-0.13,14.73,14.58,-12.39
23:55:40:736,-1.93,-3.08,0.07,18.54,5.12,-13.65
23:55:40:746,-1.79,-2.47,0.10,15.93,-4.33,-15.12
23:55:40:757,-1.77,-1.73,0.16,16.41,15.00,-17.45
23:55:40:767,-1.45,-1.11,0.23,18.33,31.62,-18.98
23:55:40:777,-0.93,-0.52,0.28,19.69,57.77,-20.25
23:55:40:787,-0.53,-0.02,0.32,21.17,55.63,-19.63
23:55:40:798,-0.11,0.76,0.39,24.08,44.36,-19.00
23:55:40:808,0.44,1.57,0.51,22.60,18.16,-16.99
23:55:40:818,1.06,1.98,0.53,20.96,-19.91,-14.63
23:55:40:828,2.07,2.41,0.55,20.53,-53.04,-12.50
23:55:40:839,3.23,3.06,0.60,19.68,-58.44,-10.65
23:55:40:849,3.87,3.66,0.68,16.26,-33.30,-9.90
23:55:40:859,4.30,4.09,0.75,11.47,-10.03,-9.33
23:55:40:869,4.75,4.51,0.78,5.35,-0.02,-6.70
23:55:40:880,4.97,4.28,0.75,3.00,22.80,-4.74
23:55:40:890,5.02,3.97,0.67,3.08,48.50,-2.40
23:55:40:900,4.72,3.61,0.63,7.31,76.85,-1.47
23:55:40:910,4.44,4.49,0.80,-1.16,68.01,2.16
23:55:40:921,3.82,3.70,0.71,-11.88,40.22,6.03
23:55:40:931,3.17,3.36,0.66,-11.74,54.16,7.23
23:55:40:941,2.49,3.05,0.68,-14.48,61.88,8.67
23:55:40:951,2.00,2.72,0.65,-17.72,41.62,10.70
23:55:40:961,1.62,2.34,0.61,-20.08,33.16,12.06
23:55:40:972,1.25,1.80,0.55,-21.00,28.07,13.43
23:55:40:982,0.85,1.42,0.50,-21.71,15.08,14.81
23:55:40:992,0.41,1.05,0.46,-22.68,10.26,15.52
23:55:41:2,-0.07,0.54,0.39,-22.98,7.43,16.12
23:55:41:13,-0.32,0.08,0.35,-22.41,9.76,16.10
23:55:41:23,-0.54,-0.47,0.29,-21.89,16.59,15.61
23:55:41:33,-0.77,-1.04,0.23,-20.94,16.98,15.24
23:55:41:43,-1.09,-1.64,0.18,-19.30,12.38,14.65
23:55:41:54,-1.52,-2.37,0.13,-16.84,-0.35,13.88
23:55:41:64,-2.00,-3.05,0.10,-13.87,-23.70,13.06
23:55:41:74,-2.36,-3.66,0.09,-11.41,-46.17,11.97
23:55:41:84,-2.56,-4.07,0.06,-9.35,-53.92,10.23
23:55:41:95,-2.61,-4.51,0.02,-6.28,-62.70,7.33
23:55:41:105,-2.57,-4.80,-0.00,-3.18,-61.41,4.22
23:55:41:115,-2.32,-4.79,-0.03,-0.44,-56.53,1.70
23:55:41:125,-2.04,-4.68,-0.04,2.77,-49.64,-1.03
23:55:41:136,-1.76,-4.45,-0.05,4.93,-40.06,-3.08
23:55:41:146,-1.63,-4.21,-0.04,7.36,-26.34,-5.59
23:55:41:156,-1.56,-4.01,-0.03,9.02,-16.20,-7.57
23:55:41:166,-1.60,-3.64,-0.01,11.04,3.33,-10.14
23:55:41:177,-1.70,-3.25,0.02,12.89,37.77,-12.81
23:55:41:187,-1.02,-3.12,-0.10,20.62,9.97,-11.81
23:55:41:197,-1.33,-2.63,0.12,16.85,0.34,-12.84
23:55:41:207,-1.50,-2.04,0.12,16.45,10.44,-14.99
23:55:41:217,-1.39,-1.71,0.09,19.84,13.97,-16.97
23:55:41:228,-1.22,-1.31,0.12,22.63,27.98,-18.59
23:55:41:238,-1.13,-0.74,0.17,25.00,47.72,-20.01
23:55:41:248,-1.03,-0.17,0.21,25.00,29.71,-19.91
23:55:41:258,-0.95,0.74,0.33,25.00,13.37,-20.32
23:55:41:269,-0.67,1.91,0.48,24.39,35.38,-21.45
23:55:41:279,-0.28,2.77,0.56,20.14,53.53,-20.73
23:55:41:289,0.20,3.30,0.62,18.43,39.73,-17.95
23:55:41:299,1.20,3.62,0.65,17.43,10.03,-13.93
23:55:41:310,1.66,3.71,0.67,15.96,-25.63,-11.02
23:55:41:320,2.18,3.82,0.68,12.79,-51.01,-9.71
23:55:41:330,2.63,4.11,0.70,9.54,-70.45,-7.65
23:55:41:340,3.17,4.42,0.70,7.70,-93.09,-5.22
23:55:41:351,3.80,4.55,0.68,9.32,-105.58,-3.62
23:55:41:361,4.57,4.81,0.68,11.90,-112.21,-0.86
23:55:41:371,4.84,5.49,0.80,11.28,-91.61,0.28
23:55:41:381,5.32,6.80,0.80,0.46,-64.63,4.05
23:55:41:392,5.23,6.00,0.78,-12.38,-42.65,8.86
23:55:41:402,4.36,5.11,0.69,-14.60,-2.84,9.38
23:55:41:412,3.79,4.67,0.66,-17.77,11.89,12.25
23:55:41:422,3.17,4.13,0.61,-20.64,2.76,14.95
23:55:41:433,2.67,3.57,0.54,-22.03,7.45,16.09
23:55:41:443,2.13,3.01,0.49,-22.99,7.81,17.98
23:55:41:453,1.76,2.56,0.45,-23.89,-2.53,20.28
23:55:41:463,1.41,2.19,0.42,-24.55,-3.13,21.66
23:55:41:473,0.92,1.72,0.37,-25.00,9.81,23.06
23:55:41:484,0.39,1.33,0.34,-24.85,22.52,23.20
23:55:41:494,-0.12,0.73,0.30,-25.00,43.71,22.42
23:55:41:504,-0.43,0.22,0.24,-25.00,56.54,21.78
23:55:41:514,-0.48,-0.40,0.17,-24.52,55.73,21.10
23:55:41:525,-0.88,-1.25,0.11,-23.24,59.79,20.71
23:55:41:535,-1.36,-1.97,0.07,-21.09,45.20,20.38
23:55:41:545,-2.26,-2.97,0.02,-17.11,0.31,20.72
23:55:41:555,-2.94,-3.69,0.01,-13.51,-36.54,21.55
23:55:41:566,-3.51,-4.43,0.01,-9.23,-76.09,20.98
23:55:41:576,-3.83,-4.83,0.01,-4.89,-103.24,19.47
23:55:41:586,-3.74,-5.06,0.02,-0.48,-114.77,15.22
23:55:41:596,-3.51,-4.95,0.02,2.20,-98.14,9.76
23:55:41:607,-3.13,-4.68,0.01,4.51,-80.45,5.27
23:55:41:617,-2.77,-4.50,-0.01,7.32,-68.96,2.09
23:55:41:627,-2.54,-4.28,-0.00,8.75,-70.28,0.62
23:55:41:637,-2.34,-4.07,0.01,9.32,-63.80,-2.57
23:55:41:648,-2.39,-3.97,-0.00,8.02,-36.35,-6.93
23:55:41:658,-2.58,-3.87,-0.03,9.91,4.27,-11.84
23:55:41:668,-2.64,-3.96,-0.10,14.31,44.67,-15.62
23:55:41:678,-2.47,-3.13,0.07,16.16,-9.03,-14.02
23:55:41:689,-2.51,-3.33,0.01,15.11,-15.98,-16.13
23:55:41:699,-3.00,-2.42,0.07,17.25,3.50,-20.52
23:55:41:709,-2.80,-2.01,0.09,19.27,2.30,-23.52
23:55:41:719,-2.50,-1.34,0.10,21.89,-2.66,-25.00
23:55:41:729,-2.26,-0.47,0.16,23.63,3.75,-25.00
23:55:41:740,-2.02,0.29,0.22,24.04,14.31,-25.00
23:55:41:750,-1.67,1.46,0.32,24.19,10.60,-25.00
23:55:41:760,-1.09,2.35,0.40,24.10,-0.42,-25.00
23:55:41:770,-0.16,3.25,0.48,22.98,-10.94,-25.00
23:55:41:781,0.77,4.21,0.57,21.07,-12.28,-25.00
23:55:41:791,2.02,5.00,0.64,20.69,-38.64,-21.71
23:55:41:801,3.14,5.40,0.68,18.66,-63.04,-17.56
